,subj_idx,response,rt,showprog_c,progress_c,progress_c2
20872,136,1,0.509,-0.5,-0.466666667,0.001111111
20873,136,1,0.589,-0.5,-0.45,0.0025
20874,136,1,0.4928,-0.5,-0.433333333,0.004444444
20875,136,1,0.4848,-0.5,-0.416666667,0.006944444
20876,136,1,0.5636,-0.5,-0.4,0.01
20877,136,1,0.5651,-0.5,-0.383333333,0.013611111
20878,136,1,0.5489,-0.5,-0.366666667,0.017777778
20879,136,1,0.5889,-0.5,-0.35,0.0225
20880,136,1,0.533,-0.5,-0.333333333,0.027777778
20881,136,1,0.533,-0.5,-0.316666667,0.033611111
20882,136,1,0.549,-0.5,-0.3,0.04
20883,136,1,0.4529,-0.5,-0.283333333,0.046944444
20884,136,1,0.4928,-0.5,-0.266666667,0.054444444
20885,136,1,0.5488,-0.5,-0.25,0.0625
20886,136,0,0.4851,-0.5,-0.233333333,0.071111111
20887,136,1,0.6204,-0.5,-0.233333333,0.071111111
20888,136,1,0.4691,-0.5,-0.216666667,0.080277778
20889,136,1,0.581,-0.5,-0.2,0.09
20890,136,1,0.5489,-0.5,-0.183333333,0.100277778
20891,136,1,0.5089,-0.5,-0.166666667,0.111111111
20892,136,1,0.5807,-0.5,-0.15,0.1225
20893,136,1,0.5657,-0.5,-0.133333333,0.134444444
20894,136,1,0.7008,-0.5,-0.116666667,0.146944444
20895,136,1,0.5409,-0.5,-0.1,0.16
20896,136,1,0.6843,-0.5,-0.083333333,0.173611111
20897,136,1,0.621,-0.5,-0.066666667,0.187777778
20898,136,1,0.6291,-0.5,-0.05,0.2025
20899,136,1,0.637,-0.5,-0.033333333,0.217777778
20900,136,1,0.7165,-0.5,-0.016666667,0.233611111
20901,136,0,0.0216,-0.5,0,0.25
20902,136,0,0.0143,-0.5,0,0.25
20903,136,0,0.06,-0.5,0,0.25
20904,136,1,0.6532,-0.5,0,0.25
20905,136,1,0.5889,-0.5,0.016666667,0.266944444
20906,136,1,0.5968,-0.5,0.033333333,0.284444444
20907,136,1,0.5647,-0.5,0.05,0.3025
20908,136,1,0.6129,-0.5,0.066666667,0.321111111
20909,136,0,0.5408,-0.5,0.083333333,0.340277778
20910,136,1,0.6051,-0.5,0.083333333,0.340277778
20911,136,1,0.669,-0.5,0.1,0.36
20912,136,1,0.6368,-0.5,0.116666667,0.380277778
20913,136,1,0.5569,-0.5,0.133333333,0.401111111
20914,136,1,0.5409,-0.5,0.15,0.4225
20915,136,0,0.214,-0.5,0.166666667,0.444444444
20916,136,1,0.0042,-0.5,0.166666667,0.444444444
20917,136,1,0.6937,-0.5,0.183333333,0.466944444
20918,136,1,0.5808,-0.5,0.2,0.49
20919,136,1,0.597,-0.5,0.216666667,0.513611111
20920,136,1,0.541,-0.5,0.233333333,0.537777778
20921,136,1,0.7249,-0.5,0.25,0.5625
20922,136,1,0.629,-0.5,0.266666667,0.587777778
20923,136,1,0.7568,-0.5,0.283333333,0.613611111
20924,136,1,0.5808,-0.5,0.3,0.64
20925,136,1,0.629,-0.5,0.316666667,0.666944444
20926,136,1,0.589,-0.5,0.333333333,0.694444444
20927,136,1,0.4928,-0.5,0.35,0.7225
20928,136,0,0.6454,-0.5,0.366666667,0.751111111
20929,136,1,0.5406,-0.5,0.366666667,0.751111111
20930,136,1,0.6449,-0.5,0.383333333,0.780277778
20931,136,1,0.7165,-0.5,0.4,0.81
20932,136,1,0.557,-0.5,0.416666667,0.840277778
20933,136,1,0.613,-0.5,0.433333333,0.871111111
20934,136,1,0.573,-0.5,0.45,0.9025
20935,136,1,0.5726,-0.5,0.466666667,0.934444444
20936,136,1,0.5408,-0.5,0.483333333,0.966944444
20937,136,1,0.5692,0.5,-0.5,0
20938,136,1,0.5957,0.5,-0.483333333,0.000277778
20939,136,1,0.5235,0.5,-0.466666667,0.001111111
20940,136,1,0.4764,0.5,-0.45,0.0025
20941,136,1,0.5004,0.5,-0.433333333,0.004444444
20942,136,0,0.4847,0.5,-0.416666667,0.006944444
20943,136,0,0.0865,0.5,-0.416666667,0.006944444
20944,136,1,0.5391,0.5,-0.416666667,0.006944444
20945,136,1,0.5719,0.5,-0.4,0.01
20946,136,1,0.5074,0.5,-0.383333333,0.013611111
20947,136,1,0.5237,0.5,-0.366666667,0.017777778
20948,136,1,0.612,0.5,-0.35,0.0225
20949,136,1,0.5248,0.5,-0.333333333,0.027777778
20950,136,1,0.5879,0.5,-0.316666667,0.033611111
20951,136,1,0.564,0.5,-0.3,0.04
20952,136,0,0.4604,0.5,-0.283333333,0.046944444
20953,136,1,0.0232,0.5,-0.283333333,0.046944444
20954,136,1,0.6619,0.5,-0.266666667,0.054444444
20955,136,1,0.6118,0.5,-0.25,0.0625
20956,136,1,0.7246,0.5,-0.233333333,0.071111111
20957,136,1,0.5647,0.5,-0.216666667,0.080277778
20958,136,1,0.5081,0.5,-0.2,0.09
20959,136,1,0.5799,0.5,-0.183333333,0.100277778
20960,136,1,0.6367,0.5,-0.166666667,0.111111111
20961,136,1,0.4837,0.5,-0.15,0.1225
20962,136,1,0.573,0.5,-0.133333333,0.134444444
20963,136,1,0.5324,0.5,-0.116666667,0.146944444
20964,136,1,0.6833,0.5,-0.1,0.16
20965,136,1,0.7477,0.5,-0.083333333,0.173611111
20966,136,1,0.5645,0.5,-0.066666667,0.187777778
20967,136,1,0.5415,0.5,-0.05,0.2025
20968,136,1,0.6524,0.5,-0.033333333,0.217777778
20969,136,1,0.597,0.5,-0.016666667,0.233611111
20970,136,1,0.6597,0.5,0,0.25
20971,136,1,0.6128,0.5,0.016666667,0.266944444
20972,136,1,0.572,0.5,0.033333333,0.284444444
20973,136,1,0.5969,0.5,0.05,0.3025
20974,136,1,0.1135,0.5,0.066666667,0.321111111
20975,136,1,0.5961,0.5,0.083333333,0.340277778
20976,136,1,0.6364,0.5,0.1,0.36
20977,136,1,0.5319,0.5,0.116666667,0.380277778
20978,136,1,0.6527,0.5,0.133333333,0.401111111
20979,136,1,0.6198,0.5,0.15,0.4225
20980,136,1,0.6446,0.5,0.166666667,0.444444444
20981,136,1,0.5799,0.5,0.183333333,0.466944444
20982,136,1,0.5239,0.5,0.2,0.49
20983,136,1,0.5644,0.5,0.216666667,0.513611111
20984,136,1,0.6126,0.5,0.233333333,0.537777778
20985,136,1,0.7159,0.5,0.25,0.5625
20986,136,1,0.5399,0.5,0.266666667,0.587777778
20987,136,1,0.6605,0.5,0.283333333,0.613611111
20988,136,1,0.6045,0.5,0.3,0.64
20989,136,1,0.5248,0.5,0.316666667,0.666944444
20990,136,1,0.5328,0.5,0.333333333,0.694444444
20991,136,1,0.6286,0.5,0.35,0.7225
20992,136,1,0.5397,0.5,0.366666667,0.751111111
20993,136,1,0.5885,0.5,0.383333333,0.780277778
20994,136,1,0.5725,0.5,0.4,0.81
20995,136,1,0.4365,0.5,0.416666667,0.840277778
20996,136,1,0.6124,0.5,0.433333333,0.871111111
20997,136,1,0.4999,0.5,0.45,0.9025
20998,136,1,0.5641,0.5,0.466666667,0.934444444
20999,136,0,0.6363,0.5,0.483333333,0.966944444
21000,136,0,0.2298,0.5,0.483333333,0.966944444
21001,136,1,0.4597,0.5,0.483333333,0.966944444
21002,136,1,0.6011,0.5,-0.5,0
21003,136,1,0.6843,0.5,-0.483333333,0.000277778
21004,136,1,0.5319,0.5,-0.466666667,0.001111111
21005,136,1,0.6286,0.5,-0.45,0.0025
21006,136,1,0.5403,0.5,-0.433333333,0.004444444
21007,136,1,0.5077,0.5,-0.416666667,0.006944444
21008,136,1,0.5966,0.5,-0.4,0.01
21009,136,1,0.5726,0.5,-0.383333333,0.013611111
21010,136,1,0.5968,0.5,-0.366666667,0.017777778
21011,136,1,0.596,0.5,-0.35,0.0225
21012,136,1,0.5313,0.5,-0.333333333,0.027777778
21013,136,1,0.4523,0.5,-0.316666667,0.033611111
21014,136,1,0.5159,0.5,-0.3,0.04
21015,136,1,0.5406,0.5,-0.283333333,0.046944444
21016,136,1,0.4524,0.5,-0.266666667,0.054444444
21017,136,1,0.5326,0.5,-0.25,0.0625
21018,136,1,0.5089,0.5,-0.233333333,0.071111111
21019,136,1,0.508,0.5,-0.216666667,0.080277778
21020,136,1,0.5722,0.5,-0.2,0.09
21021,136,1,0.54,0.5,-0.183333333,0.100277778
21022,136,1,0.6198,0.5,-0.166666667,0.111111111
21023,136,1,0.5483,0.5,-0.15,0.1225
21024,136,1,0.5157,0.5,-0.133333333,0.134444444
21025,136,1,0.4687,0.5,-0.116666667,0.146944444
21026,136,1,0.5163,0.5,-0.1,0.16
21027,136,1,0.7,0.5,-0.083333333,0.173611111
21028,136,0,0.4756,0.5,-0.066666667,0.187777778
21029,136,0,0.3243,0.5,-0.066666667,0.187777778
21030,136,1,0.708,0.5,-0.066666667,0.187777778
21031,136,1,0.5326,0.5,-0.05,0.2025
21032,136,1,0.5411,0.5,-0.033333333,0.217777778
21033,136,1,0.5324,0.5,-0.016666667,0.233611111
21034,136,1,0.548,0.5,0,0.25
21035,136,1,0.5635,0.5,0.016666667,0.266944444
21036,136,1,0.5484,0.5,0.033333333,0.284444444
21037,136,1,0.6366,0.5,0.05,0.3025
21038,136,1,0.5237,0.5,0.066666667,0.321111111
21039,136,1,0.6519,0.5,0.083333333,0.340277778
21040,136,1,0.5397,0.5,0.1,0.36
21041,136,1,0.5479,0.5,0.116666667,0.380277778
21042,136,1,0.5724,0.5,0.133333333,0.401111111
21043,136,1,0.7165,0.5,0.15,0.4225
21044,136,1,0.5798,0.5,0.166666667,0.444444444
21045,136,1,0.6279,0.5,0.183333333,0.466944444
21046,136,1,0.6921,0.5,0.2,0.49
21047,136,1,0.6039,0.5,0.216666667,0.513611111
21048,136,1,0.6596,0.5,0.233333333,0.537777778
21049,136,1,0.6208,0.5,0.25,0.5625
21050,136,1,0.6229,0.5,0.266666667,0.587777778
21051,136,1,0.6357,0.5,0.283333333,0.613611111
21052,136,1,0.5805,0.5,0.3,0.64
21053,136,1,0.7007,0.5,0.316666667,0.666944444
21054,136,1,0.6443,0.5,0.333333333,0.694444444
21055,136,1,0.6121,0.5,0.35,0.7225
21056,136,1,0.6039,0.5,0.366666667,0.751111111
21057,136,1,0.7478,0.5,0.383333333,0.780277778
21058,136,0,0.7163,0.5,0.4,0.81
21059,136,1,0.5936,0.5,0.4,0.81
21060,136,1,0.6207,0.5,0.416666667,0.840277778
21061,136,1,0.2544,0.5,0.433333333,0.871111111
21062,136,1,0.6205,0.5,0.45,0.9025
21063,136,1,0.6129,0.5,0.466666667,0.934444444
21064,136,1,0.0627,0.5,0.483333333,0.966944444
21065,136,1,0.5992,0.5,-0.5,0
21066,136,1,0.5083,0.5,-0.483333333,0.000277778
21067,136,1,0.7324,0.5,-0.466666667,0.001111111
21068,136,1,0.0874,0.5,-0.45,0.0025
21069,136,1,0.5559,0.5,-0.433333333,0.004444444
21070,136,1,0.4999,0.5,-0.416666667,0.006944444
21071,136,1,0.6043,0.5,-0.4,0.01
21072,136,1,0.5157,0.5,-0.383333333,0.013611111
21073,136,1,0.4917,0.5,-0.366666667,0.017777778
21074,136,1,0.5481,0.5,-0.35,0.0225
21075,136,1,0.4684,0.5,-0.333333333,0.027777778
21076,136,0,1.00E-04,0.5,-0.316666667,0.033611111
21077,136,1,0.7091,0.5,-0.316666667,0.033611111
21078,136,1,0.6766,0.5,-0.3,0.04
21079,136,1,0.5318,0.5,-0.283333333,0.046944444
21080,136,1,0.6357,0.5,-0.266666667,0.054444444
21081,136,1,0.4843,0.5,-0.25,0.0625
21082,136,1,0.6764,0.5,-0.233333333,0.071111111
21083,136,1,0.5003,0.5,-0.216666667,0.080277778
21084,136,1,0.5086,0.5,-0.2,0.09
21085,136,1,0.5877,0.5,-0.183333333,0.100277778
21086,136,1,0.6039,0.5,-0.166666667,0.111111111
21087,136,1,0.6365,0.5,-0.15,0.1225
21088,136,1,0.6197,0.5,-0.133333333,0.134444444
21089,136,1,0.6364,0.5,-0.116666667,0.146944444
21090,136,1,0.564,0.5,-0.1,0.16
21091,136,1,0.7236,0.5,-0.083333333,0.173611111
21092,136,1,0.6599,0.5,-0.066666667,0.187777778
21093,136,1,0.5726,0.5,-0.05,0.2025
21094,136,1,0.5159,0.5,-0.033333333,0.217777778
21095,136,1,0.6041,0.5,-0.016666667,0.233611111
21096,136,1,0.6678,0.5,0,0.25
21097,136,1,0.5713,0.5,0.016666667,0.266944444
21098,136,1,0.6524,0.5,0.033333333,0.284444444
21099,136,1,0.5803,0.5,0.05,0.3025
21100,136,0,0.6033,0.5,0.066666667,0.321111111
21101,136,1,0.6379,0.5,0.066666667,0.321111111
21102,136,1,0.6848,0.5,0.083333333,0.340277778
21103,136,1,0.6037,0.5,0.1,0.36
21104,136,1,0.5725,0.5,0.116666667,0.380277778
21105,136,1,0.597,0.5,0.133333333,0.401111111
21106,136,1,0.7323,0.5,0.15,0.4225
21107,136,1,0.58,0.5,0.166666667,0.444444444
21108,136,1,0.5723,0.5,0.183333333,0.466944444
21109,136,1,0.5165,0.5,0.2,0.49
21110,136,1,0.6676,0.5,0.216666667,0.513611111
21111,136,1,0.7001,0.5,0.233333333,0.537777778
21112,136,1,0.7004,0.5,0.25,0.5625
21113,136,0,0.0965,0.5,0.266666667,0.587777778
21114,136,1,0.6045,0.5,0.266666667,0.587777778
21115,136,1,0.6196,0.5,0.283333333,0.613611111
21116,136,1,0.5084,0.5,0.3,0.64
21117,136,1,0.6207,0.5,0.316666667,0.666944444
21118,136,0,0.0401,0.5,0.333333333,0.694444444
21119,136,1,0.6842,0.5,0.333333333,0.694444444
21120,136,0,0.1694,0.5,0.35,0.7225
21121,136,1,0.6595,0.5,0.35,0.7225
21122,136,1,0.6835,0.5,0.366666667,0.751111111
21123,136,1,0.7239,0.5,0.383333333,0.780277778
21124,136,1,0.6763,0.5,0.4,0.81
21125,136,0,0.0546,0.5,0.416666667,0.840277778
21126,136,1,0.7256,0.5,0.416666667,0.840277778
21127,136,1,0.652,0.5,0.433333333,0.871111111
21128,136,1,0.0927,0.5,0.45,0.9025
21129,136,1,0.6365,0.5,0.466666667,0.934444444
21130,136,1,0.7166,0.5,0.483333333,0.966944444
21131,136,0,0.1415,-0.5,-0.5,0
21132,136,1,0.4846,-0.5,-0.5,0
21133,136,1,0.5488,-0.5,-0.483333333,0.000277778
21134,136,1,0.5169,-0.5,-0.466666667,0.001111111
21135,136,1,0.4927,-0.5,-0.45,0.0025
21136,136,1,0.541,-0.5,-0.433333333,0.004444444
21137,136,1,0.4603,-0.5,-0.416666667,0.006944444
21138,136,1,0.5172,-0.5,-0.4,0.01
21139,136,1,0.5326,-0.5,-0.383333333,0.013611111
21140,136,1,0.4849,-0.5,-0.366666667,0.017777778
21141,136,1,0.5968,-0.5,-0.35,0.0225
21142,136,1,0.5084,-0.5,-0.333333333,0.027777778
21143,136,1,0.4847,-0.5,-0.316666667,0.033611111
21144,136,1,0.4443,-0.5,-0.3,0.04
21145,136,1,0.4216,-0.5,-0.283333333,0.046944444
21146,136,1,0.5246,-0.5,-0.266666667,0.054444444
21147,136,1,0.4609,-0.5,-0.25,0.0625
21148,136,1,0.5007,-0.5,-0.233333333,0.071111111
21149,136,1,0.5085,-0.5,-0.216666667,0.080277778
21150,136,1,0.5968,-0.5,-0.2,0.09
21151,136,1,0.485,-0.5,-0.183333333,0.100277778
21152,136,1,0.5888,-0.5,-0.166666667,0.111111111
21153,136,1,0.4524,-0.5,-0.15,0.1225
21154,136,1,0.5891,-0.5,-0.133333333,0.134444444
21155,136,1,0.5166,-0.5,-0.116666667,0.146944444
21156,136,0,0.4366,-0.5,-0.1,0.16
21157,136,0,0.1617,-0.5,-0.1,0.16
21158,136,1,0.5892,-0.5,-0.1,0.16
21159,136,1,0.5489,-0.5,-0.083333333,0.173611111
21160,136,1,0.7488,-0.5,-0.066666667,0.187777778
21161,136,1,0.5086,-0.5,-0.05,0.2025
21162,136,1,0.5091,-0.5,-0.033333333,0.217777778
21163,136,1,0.6286,-0.5,-0.016666667,0.233611111
21164,136,1,0.5644,-0.5,0,0.25
21165,136,1,0.6523,-0.5,0.016666667,0.266944444
21166,136,1,0.6211,-0.5,0.033333333,0.284444444
21167,136,1,0.5487,-0.5,0.05,0.3025
21168,136,1,0.4929,-0.5,0.066666667,0.321111111
21169,136,1,0.5326,-0.5,0.083333333,0.340277778
21170,136,1,0.5249,-0.5,0.1,0.36
21171,136,1,0.5002,-0.5,0.116666667,0.380277778
21172,136,1,0.4769,-0.5,0.133333333,0.401111111
21173,136,1,0.7246,-0.5,0.15,0.4225
21174,136,1,0.6044,-0.5,0.166666667,0.444444444
21175,136,1,0.7164,-0.5,0.183333333,0.466944444
21176,136,1,0.541,-0.5,0.2,0.49
21177,136,1,0.5408,-0.5,0.216666667,0.513611111
21178,136,1,0.5406,-0.5,0.233333333,0.537777778
21179,136,1,0.5248,-0.5,0.25,0.5625
21180,136,1,0.5329,-0.5,0.266666667,0.587777778
21181,136,1,0.6047,-0.5,0.283333333,0.613611111
21182,136,1,0.6124,-0.5,0.3,0.64
21183,136,1,0.4843,-0.5,0.316666667,0.666944444
21184,136,1,0.5088,-0.5,0.333333333,0.694444444
21185,136,1,0.5727,-0.5,0.35,0.7225
21186,136,1,0.6931,-0.5,0.366666667,0.751111111
21187,136,1,0.6125,-0.5,0.383333333,0.780277778
21188,136,1,0.6285,-0.5,0.4,0.81
21189,136,1,0.6844,-0.5,0.416666667,0.840277778
21190,136,1,0.6045,-0.5,0.433333333,0.871111111
21191,136,1,0.6449,-0.5,0.45,0.9025
21192,136,1,0.5411,-0.5,0.466666667,0.934444444
21193,136,1,0.6607,-0.5,0.483333333,0.966944444
21194,136,1,0.6834,0.5,-0.5,0
21195,136,1,0.6277,0.5,-0.483333333,0.000277778
21196,136,1,0.645,0.5,-0.466666667,0.001111111
21197,136,0,0.0072,0.5,-0.45,0.0025
21198,136,1,0.5896,0.5,-0.45,0.0025
21199,136,1,0.5318,0.5,-0.433333333,0.004444444
21200,136,1,0.6204,0.5,-0.416666667,0.006944444
21201,136,1,0.5962,0.5,-0.4,0.01
21202,136,1,0.5479,0.5,-0.383333333,0.013611111
21203,136,1,0.6441,0.5,-0.366666667,0.017777778
21204,136,1,0.7237,0.5,-0.35,0.0225
21205,136,1,0.5727,0.5,-0.333333333,0.027777778
21206,136,1,0.6202,0.5,-0.316666667,0.033611111
21207,136,0,0.4839,0.5,-0.3,0.04
21208,136,1,0.7253,0.5,-0.3,0.04
21209,136,1,0.5555,0.5,-0.283333333,0.046944444
21210,136,1,0.5168,0.5,-0.266666667,0.054444444
21211,136,1,0.4355,0.5,-0.25,0.0625
21212,136,1,0.6123,0.5,-0.233333333,0.071111111
21213,136,1,0.4269,0.5,-0.216666667,0.080277778
21214,136,1,0.5968,0.5,-0.2,0.09
21215,136,0,0.1303,0.5,-0.183333333,0.100277778
21216,136,1,0.5807,0.5,-0.183333333,0.100277778
21217,136,1,0.6118,0.5,-0.166666667,0.111111111
21218,136,1,0.6119,0.5,-0.15,0.1225
21219,136,1,0.4997,0.5,-0.133333333,0.134444444
21220,136,1,0.5485,0.5,-0.116666667,0.146944444
21221,136,1,0.5239,0.5,-0.1,0.16
21222,136,1,0.5406,0.5,-0.083333333,0.173611111
21223,136,1,0.6198,0.5,-0.066666667,0.187777778
21224,136,1,0.6844,0.5,-0.05,0.2025
21225,136,0,0.5402,0.5,-0.033333333,0.217777778
21226,136,1,0.5714,0.5,-0.033333333,0.217777778
21227,136,1,0.6933,0.5,-0.016666667,0.233611111
21228,136,1,0.6522,0.5,0,0.25
21229,136,1,0.5564,0.5,0.016666667,0.266944444
21230,136,1,0.6755,0.5,0.033333333,0.284444444
21231,136,1,0.5962,0.5,0.05,0.3025
21232,136,1,0.5479,0.5,0.066666667,0.321111111
21233,136,1,0.7404,0.5,0.083333333,0.340277778
21234,136,1,0.6116,0.5,0.1,0.36
21235,136,1,0.6035,0.5,0.116666667,0.380277778
21236,136,1,0.556,0.5,0.133333333,0.401111111
21237,136,1,0.5957,0.5,0.15,0.4225
21238,136,1,0.5557,0.5,0.166666667,0.444444444
21239,136,1,0.6609,0.5,0.183333333,0.466944444
21240,136,1,0.604,0.5,0.2,0.49
21241,136,1,0.6682,0.5,0.216666667,0.513611111
21242,136,1,0.7559,0.5,0.233333333,0.537777778
21243,136,1,0.5557,0.5,0.25,0.5625
21244,136,1,0.589,0.5,0.266666667,0.587777778
21245,136,1,0.5881,0.5,0.283333333,0.613611111
21246,136,1,0.6598,0.5,0.3,0.64
21247,136,1,0.6358,0.5,0.316666667,0.666944444
21248,136,1,0.0343,0.5,0.333333333,0.694444444
21249,136,1,0.6837,0.5,0.35,0.7225
21250,136,1,0.5165,0.5,0.366666667,0.751111111
21251,136,1,0.7235,0.5,0.383333333,0.780277778
21252,136,0,0.6037,0.5,0.4,0.81
21253,136,0,0.1429,0.5,0.4,0.81
21254,136,1,0.564,0.5,0.4,0.81
21255,136,1,0.5556,0.5,0.416666667,0.840277778
21256,136,1,0.0335,0.5,0.433333333,0.871111111
21257,136,1,0.6126,0.5,0.45,0.9025
21258,136,1,0.0637,0.5,0.466666667,0.934444444
21259,136,1,0.5729,0.5,0.483333333,0.966944444
21260,136,1,0.6845,-0.5,-0.5,0
21261,136,0,0.7245,-0.5,-0.483333333,0.000277778
21262,136,1,0.7166,-0.5,-0.483333333,0.000277778
21263,136,1,0.5486,-0.5,-0.466666667,0.001111111
21264,136,1,0.0629,-0.5,-0.45,0.0025
21265,136,1,0.5641,-0.5,-0.433333333,0.004444444
21266,136,1,0.6206,-0.5,-0.416666667,0.006944444
21267,136,1,0.5967,-0.5,-0.4,0.01
21268,136,0,0.5166,-0.5,-0.383333333,0.013611111
21269,136,1,0.7488,-0.5,-0.383333333,0.013611111
21270,136,1,0.6046,-0.5,-0.366666667,0.017777778
21271,136,1,0.6928,-0.5,-0.35,0.0225
21272,136,1,0.6768,-0.5,-0.333333333,0.027777778
21273,136,1,0.5167,-0.5,-0.316666667,0.033611111
21274,136,1,0.0202,-0.5,-0.3,0.04
21275,136,1,0.5165,-0.5,-0.283333333,0.046944444
21276,136,1,0.6448,-0.5,-0.266666667,0.054444444
21277,136,1,0.6048,-0.5,-0.25,0.0625
21278,136,1,0.5483,-0.5,-0.233333333,0.071111111
21279,136,0,0.1772,-0.5,-0.216666667,0.080277778
21280,136,1,0.4925,-0.5,-0.216666667,0.080277778
21281,136,1,0.7086,-0.5,-0.2,0.09
21282,136,1,0.5408,-0.5,-0.183333333,0.100277778
21283,136,1,0.6442,-0.5,-0.166666667,0.111111111
21284,136,1,0.6528,-0.5,-0.15,0.1225
21285,136,1,0.5245,-0.5,-0.133333333,0.134444444
21286,136,1,0.6129,-0.5,-0.116666667,0.146944444
21287,136,1,0.5888,-0.5,-0.1,0.16
21288,136,1,0.6205,-0.5,-0.083333333,0.173611111
21289,136,1,0.5886,-0.5,-0.066666667,0.187777778
21290,136,1,0.5965,-0.5,-0.05,0.2025
21291,136,1,0.6527,-0.5,-0.033333333,0.217777778
21292,136,1,0.5565,-0.5,-0.016666667,0.233611111
21293,136,1,0.6687,-0.5,0,0.25
21294,136,0,0.1287,-0.5,0.016666667,0.266944444
21295,136,1,0.6367,-0.5,0.016666667,0.266944444
21296,136,1,0.66,-0.5,0.033333333,0.284444444
21297,136,1,0.589,-0.5,0.05,0.3025
21298,136,1,0.645,-0.5,0.066666667,0.321111111
21299,136,1,0.7007,-0.5,0.083333333,0.340277778
21300,136,0,0.5885,-0.5,0.1,0.36
21301,136,0,0.0567,-0.5,0.1,0.36
21302,136,1,0.5892,-0.5,0.1,0.36
21303,136,1,0.5968,-0.5,0.116666667,0.380277778
21304,136,1,0.5577,-0.5,0.133333333,0.401111111
21305,136,1,0.5724,-0.5,0.15,0.4225
21306,136,1,0.6528,-0.5,0.166666667,0.444444444
21307,136,1,0.6047,-0.5,0.183333333,0.466944444
21308,136,1,0.5563,-0.5,0.2,0.49
21309,136,1,0.5329,-0.5,0.216666667,0.513611111
21310,136,1,0.6606,-0.5,0.233333333,0.537777778
21311,136,1,0.5168,-0.5,0.25,0.5625
21312,136,1,0.5885,-0.5,0.266666667,0.587777778
21313,136,1,0.5886,-0.5,0.283333333,0.613611111
21314,136,1,0.6606,-0.5,0.3,0.64
21315,136,1,0.6122,-0.5,0.316666667,0.666944444
21316,136,0,0.613,-0.5,0.333333333,0.694444444
21317,136,0,0.0475,-0.5,0.333333333,0.694444444
21318,136,1,0.7491,-0.5,0.333333333,0.694444444
21319,136,1,0.5569,-0.5,0.35,0.7225
21320,136,0,0.0477,-0.5,0.366666667,0.751111111
21321,136,1,0.5656,-0.5,0.366666667,0.751111111
21322,136,1,0.5565,-0.5,0.383333333,0.780277778
21323,136,1,0.6442,-0.5,0.4,0.81
21324,136,1,0.5647,-0.5,0.416666667,0.840277778
21325,136,1,0.5647,-0.5,0.433333333,0.871111111
21326,136,1,0.5329,-0.5,0.45,0.9025
21327,136,1,0.5644,-0.5,0.466666667,0.934444444
21328,136,1,0.5325,-0.5,0.483333333,0.966944444
21329,136,1,0.6349,0.5,-0.5,0
21330,136,1,0.6432,0.5,-0.483333333,0.000277778
21331,136,1,0.5237,0.5,-0.466666667,0.001111111
21332,136,1,0.4197,0.5,-0.45,0.0025
21333,136,1,0.4446,0.5,-0.433333333,0.004444444
21334,136,1,0.6036,0.5,-0.416666667,0.006944444
21335,136,0,0.0545,0.5,-0.4,0.01
21336,136,1,0.508,0.5,-0.4,0.01
21337,136,1,0.5004,0.5,-0.383333333,0.013611111
21338,136,1,0.5642,0.5,-0.366666667,0.017777778
21339,136,1,0.6195,0.5,-0.35,0.0225
21340,136,1,0.5235,0.5,-0.333333333,0.027777778
21341,136,1,0.6277,0.5,-0.316666667,0.033611111
21342,136,1,0.4764,0.5,-0.3,0.04
21343,136,1,0.6202,0.5,-0.283333333,0.046944444
21344,136,1,0.5801,0.5,-0.266666667,0.054444444
21345,136,1,0.4998,0.5,-0.25,0.0625
21346,136,1,0.4681,0.5,-0.233333333,0.071111111
21347,136,1,0.5637,0.5,-0.216666667,0.080277778
21348,136,1,0.555,0.5,-0.2,0.09
21349,136,1,0.5003,0.5,-0.183333333,0.100277778
21350,136,1,0.5484,0.5,-0.166666667,0.111111111
21351,136,1,0.6365,0.5,-0.15,0.1225
21352,136,1,0.5873,0.5,-0.133333333,0.134444444
21353,136,1,0.5638,0.5,-0.116666667,0.146944444
21354,136,1,0.5878,0.5,-0.1,0.16
21355,136,1,0.6595,0.5,-0.083333333,0.173611111
21356,136,1,0.5965,0.5,-0.066666667,0.187777778
21357,136,1,0.555,0.5,-0.05,0.2025
21358,136,1,0.5567,0.5,-0.033333333,0.217777778
21359,136,1,0.5401,0.5,-0.016666667,0.233611111
21360,136,1,0.4682,0.5,0,0.25
21361,136,1,0.6836,0.5,0.016666667,0.266944444
21362,136,1,0.5394,0.5,0.033333333,0.284444444
21363,136,1,0.5638,0.5,0.05,0.3025
21364,136,1,0.5085,0.5,0.066666667,0.321111111
21365,136,1,0.4679,0.5,0.083333333,0.340277778
21366,136,1,0.6035,0.5,0.1,0.36
21367,136,1,0.4596,0.5,0.116666667,0.380277778
21368,136,1,0.5003,0.5,0.133333333,0.401111111
21369,136,1,0.5639,0.5,0.15,0.4225
21370,136,1,0.5799,0.5,0.166666667,0.444444444
21371,136,1,0.588,0.5,0.183333333,0.466944444
21372,136,1,0.5795,0.5,0.2,0.49
21373,136,1,0.7241,0.5,0.216666667,0.513611111
21374,136,1,0.701,0.5,0.233333333,0.537777778
21375,136,1,0.5711,0.5,0.25,0.5625
21376,136,1,0.652,0.5,0.266666667,0.587777778
21377,136,1,0.6121,0.5,0.283333333,0.613611111
21378,136,1,0.6195,0.5,0.3,0.64
