"","b_(Intercept)","b_showprog_c","b_progress_c","b_progress_c2","b_reward_c","b_showprog_c:progress_c","b_showprog_c:progress_c2","p_(Intercept)","p_showprog_c","p_progress_c","p_progress_c2","p_reward_c","p_showprog_c:progress_c","p_showprog_c:progress_c2","sim","N"
"11",479.807387883711,-34.6938159048412,48.5865385470672,-47.3398549195408,13.9594929438612,-35.0079848198617,84.1651022441007,2.44210943276612e-06,5.96103847016669e-05,7.69453397689674e-07,0.204089974972635,0.0151565017575009,0.073653800101021,0.25888612047408,11,5
"12",495.29894014183,-1.00867758593506,59.2875933410111,21.8511275411299,10.2927157906842,-46.5761430699572,-111.796883695496,1.64623982184208e-06,0.904693751267145,7.77442160566927e-10,0.548838449406266,0.0669786028108877,0.0150234510376417,0.125282669067377,12,5
"13",486.687556435635,-10.4113861751295,62.1743152114424,-21.0851959840024,13.4046846613485,-58.1643404557855,-144.713520740326,4.37576344543527e-08,0.224852827012671,2.41694651859394e-10,0.569832077803168,0.01915125182234,0.00286866355406153,0.0513228206716404,13,5
"14",491.678478364184,-22.643371517543,58.324026311189,-32.3239785139279,17.1822601259785,-47.8993051546002,27.1343902574388,3.52091718097798e-08,0.00732740025958607,1.48363110532083e-09,0.375606941806312,0.00227618572981805,0.0124664757540286,0.709940836150113,14,5
"15",511.32619787513,-6.50270341335949,54.1869501133843,-24.2889780658078,1.63764521606125,-42.4447789294176,-80.1807751957015,2.11443362863567e-06,0.457965055530219,6.14542597301042e-08,0.521643053583451,0.779118672663288,0.0330308994428932,0.290262937541918,15,5
"16",498.923368959846,-0.841082308952179,48.4617322124484,-69.8496064930349,9.25902270228934,-10.1576519823689,-128.371090057317,1.22897963457792e-07,0.922140880402827,8.02605076464911e-07,0.0608243781218234,0.106657673393755,0.603206866825589,0.0848986442005676,16,5
"17",489.530597702394,-11.0487899234298,40.8133166429211,-29.2601680148127,9.75995924753488,-45.4501679107195,-92.7655887177625,1.99206548171301e-07,0.193334226361239,2.46673627455721e-05,0.425785456257398,0.0847978115544713,0.0185439624049716,0.206867612907829,17,5
"18",492.724166671552,-6.54432528133045,49.044924354336,-117.419695837343,11.3873204971314,-35.458321218225,-95.047718108953,8.45157357969438e-10,0.427923080810116,1.95322964514077e-07,0.00103544142860688,0.0386394489265833,0.058700255930139,0.183407385428828,18,5
"19",473.683671839906,-7.83793287229448,53.4170220172096,-23.7108597220347,12.1122114109685,-65.1084182619661,-140.198551721456,5.25515617680873e-07,0.379114345697578,1.52223959603292e-07,0.538517836733845,0.0415728583467138,0.00132226716449144,0.0691795263609677,19,5
"20",508.83840170756,-22.5163989754917,35.2286813632398,-14.0424586652045,8.73765089533661,-51.744967429766,0.720739621434951,5.24056228333782e-07,0.00981961809709679,0.000379646168224771,0.709346309096408,0.132386832743509,0.00897020766404486,0.99236778553167,20,5
"21",510.912367113981,-12.5654988188461,43.35326756305,-50.4305884145715,-5.50584313915674,-38.2332713478317,-33.8976598759287,4.75202067421448e-07,0.147817734853195,1.17442202928374e-05,0.179371398890099,0.341251443919616,0.0525418834020954,0.651696078137402,21,5
"22",480.531325846941,-13.1457966496044,42.5801859569251,-18.7271796268395,5.1981752661597,-49.3139108901671,-144.088331101097,1.86662637765776e-06,0.142008992952061,2.97151278345672e-05,0.628601057530622,0.38354046038673,0.0153553370235076,0.0629508981702595,22,5
"23",485.449797937404,-3.70610709522513,55.3363046896681,-47.3736761893501,1.98861235852489,-51.1798059858544,-136.168563911572,2.38415152932505e-07,0.678782551931536,6.20225214549935e-08,0.221238799597533,0.738835009779096,0.0118931143535517,0.0788458061546073,23,5
"24",505.866577972508,-6.66902888923476,55.9120142243948,-62.7674908573855,12.8572227116066,-19.7384979021502,-124.921207264253,8.39259556868952e-14,0.443800867705144,1.93107154454455e-08,0.0958740626077633,0.0268937333116256,0.31824173309783,0.0975069788603448,24,5
"25",517.57057609194,-6.72814519384127,54.4225520854811,-57.1305899080743,8.38126907554311,-13.8104436826229,-206.390137682997,1.49403279306839e-07,0.438665473330755,4.17261540592932e-08,0.128644131982556,0.147902565240711,0.483869832045411,0.00611379756774038,25,5
"26",489.229723335246,-3.91709693293996,44.6052064682554,-142.633142074791,-6.48340945672799,-41.3299368089692,-156.287051075747,1.75275107649409e-07,0.661140749829954,1.19280607779359e-05,0.000234161483249461,0.276460940222433,0.0418390225824246,0.0434247048503009,26,5
"27",516.259654188294,-10.4167727530005,45.3343328652427,-59.3186142047888,13.8116169970256,-36.4502380614035,-153.066050597237,1.21990793435585e-06,0.238686606873913,6.83712868202353e-06,0.121002213760611,0.0191837710587071,0.069521612846989,0.0455119712991462,27,5
"28",479.744533020917,8.89382306615694,52.2272487780441,-58.4311575151787,14.3679633266291,-6.45363303004384,-254.479725202629,4.15827240176943e-06,0.302249147289064,1.12408758706825e-07,0.117314509675121,0.0124989584693822,0.741600858566249,0.000664331298693704,28,5
"29",507.147683269719,5.9783604256641,54.7196778455321,-8.4570943396394,17.11272256307,-27.2934572132611,-191.669132274913,2.45349330518305e-06,0.478296234810104,1.36231520977181e-08,0.816642299828591,0.00236958467375541,0.154122822286699,0.00869816006301436,29,5
"30",498.545200068202,-17.0026497698641,48.4709098982064,-84.4632024629839,10.3583415431302,-83.7875176582663,-62.7501594535968,6.41458926008112e-14,0.0517391745420777,1.14983713135449e-06,0.0255419265692552,0.0753523529212674,2.56116225435367e-05,0.406386055805562,30,5
"31",488.453749597261,-8.89803040123456,34.9520348047978,-78.6920059685087,-3.7682655642739,-50.8810434105817,-126.180665379649,4.61181800017534e-06,0.303216525874866,0.000380300124080527,0.0354555176540559,0.512945683863088,0.00960787099127079,0.0916594974379997,31,5
"32",484.922755053585,-17.7928025147592,46.7834586562729,-34.5171127352614,11.2270780896226,-54.1390079559206,-78.1915291229239,2.4167839195935e-07,0.038256477840124,1.75276386147512e-06,0.352467808688701,0.0497804701584114,0.00552649470478101,0.292296260733798,32,5
"33",486.978051651241,-20.8862107188248,61.7018705255099,-20.0614377506916,17.6473869679894,-55.3780936040802,-103.08512109721,8.50696691786464e-08,0.0135635141873596,1.80960551694181e-10,0.583182324942845,0.00176590861587671,0.00396184658835479,0.158732139398959,33,5
"34",494.640271759036,0.0767114298723886,40.5019193039813,-21.6772182942564,18.0008251875958,-66.7224879631234,-155.066056694143,3.24324347967907e-20,0.992962831812532,4.36688984617399e-05,0.56458241702905,0.0019422963398327,0.00075067790767992,0.0395265201978501,34,5
"35",491.744391958375,-5.39182425945588,43.0741488289199,-139.201221597461,9.5354896797666,-5.67889682397223,-197.58720363406,1.77493702361004e-07,0.527696315735798,9.61051256753438e-06,0.000171455924641428,0.0939674703870207,0.769562896442877,0.00756566349468993,35,5
"36",496.655058502051,-14.3781252946671,55.415995458568,-90.0217604612291,9.91122049903943,-60.7046320554263,-169.096981059622,3.00553143743355e-06,0.100204717976322,2.89768134017219e-08,0.0174297277653643,0.089119141303726,0.00227131223337274,0.0255307342666018,36,5
"37",507.12691427916,-7.84443209264564,54.3863185808667,-73.0261194471875,12.2387953127011,-42.3957330446387,-177.801327941651,3.30016901133434e-06,0.359563110627525,2.70566638161812e-08,0.0488154233786568,0.0321157871692839,0.0293407136714351,0.0165054106362904,37,5
"38",500.001018095571,-12.944263847374,42.8128296092631,-80.5427851996157,16.9098667246505,-71.8542510251653,-76.3707037138287,6.58737644341886e-08,0.132374874377477,1.25244683672226e-05,0.0305281874746207,0.0032251032048324,0.000242517956869893,0.304730581809508,38,5
"39",515.484852451487,-8.63435710329312,56.2903803404948,-38.416068432033,5.10267203272575,-87.0896524380781,-82.7922396408195,8.42218041938891e-15,0.331533127885502,3.008676084167e-08,0.317986730878556,0.389229714389755,1.72807331764581e-05,0.281912938915163,39,5
"40",494.137498014596,11.9956607043376,49.7577934834538,-73.276593960262,-3.38422428863739,-65.2050108866236,-161.300525875451,9.59932467445509e-07,0.159776611292965,3.22002910946647e-07,0.0472388519478391,0.551670550367158,0.00078297497278432,0.0290040263207682,40,5
"41",486.824091896727,-32.8345811495049,45.9771130733732,-45.0922959366097,14.7837973404792,-86.1729751009546,-18.0295242885835,4.51942704804801e-08,0.000139800729992532,2.73522595719967e-06,0.225406652384973,0.00996488278517524,1.09567284682706e-05,0.808448699735225,41,5
"42",496.623907522263,-8.18569077821477,66.3037725271207,-98.1943043202341,17.2007655609732,-29.6528808519201,-69.717534388506,3.92698677217495e-11,0.343429431104171,2.13108097802032e-11,0.00869951077449822,0.00286472674494156,0.130789290182852,0.351043641931557,42,5
"43",535.479907301782,13.1332397771789,58.3888821648861,-65.9415872295951,17.1392202351064,-85.5747705341851,-281.375412782777,1.62515396711443e-06,0.135166067103701,6.18523861732421e-09,0.0829809035564587,0.00348423749856153,1.93060775271337e-05,0.000223804267101493,43,5
"44",497.760002710345,-5.51215870182609,67.7546579802152,-50.5901470148772,4.9227864534776,-50.7653707014701,-55.0513727403802,5.02638684794354e-07,0.528268210490153,1.35409244821541e-11,0.181064148110442,0.398126902163404,0.0106322984902908,0.4666700125857,44,5
"45",497.528766170826,-16.9072822258359,47.1032840390835,-10.8591148994037,17.7925777088311,-31.8337806001926,-2.60085413808141,9.83177437949542e-08,0.0476109197901742,1.29382759469799e-06,0.768523803712952,0.00178591185855402,0.100402499701243,0.971884281198021,45,5
"46",522.835358698609,-14.7067730983498,58.6060037341505,-45.8964159775444,3.85660892558744,-69.9856478290359,-71.6915595931642,2.79309205676732e-10,0.0815725342934841,1.28285422394269e-09,0.208860353053587,0.492965044224634,0.000270413700823009,0.326280880205413,46,5
"47",511.781778864591,-10.3042858290072,68.2181326813282,-56.8857908127079,6.23866560439424,-41.1394157787323,-54.1553282828143,2.1963565722643e-07,0.231802044599764,5.03018286935836e-12,0.127128234414515,0.277377519475488,0.0356347628489258,0.467577938607977,47,5
"48",525.240539876767,-9.49755876291556,27.2234182625076,-98.9329069925472,10.0164159369499,-59.9796409619484,-41.8204703900301,1.08093487733105e-07,0.29037729779527,0.00767749036637089,0.0109957039151661,0.0944496030131337,0.00332574672429316,0.590475632623365,48,5
"49",492.26447337891,-16.7561598113708,45.9529417311117,-135.390320928014,14.7523928379757,-20.3810495176752,-87.2377890269159,2.91958352894299e-08,0.0442904624047949,1.30753877071578e-06,0.00017785609813658,0.00792734710907829,0.281010973432029,0.225940597191344,49,5
"50",476.987336302823,-11.9891915311622,59.4620579239099,-9.94445796754208,7.52958535170759,-41.0093545990215,-83.8130911615286,8.98184791898449e-07,0.166416265068155,1.95277819519212e-09,0.790692851560951,0.192241869585744,0.037207922070742,0.263489926261732,50,5
"51",511.299882175376,-20.3814898744064,54.4735679565268,-13.8226608509057,12.0842729518753,-36.0626597583515,-56.1254082618069,8.35751976937432e-08,0.0198973240817191,4.95514045094562e-08,0.714820606955893,0.0382988836380039,0.0695145066653886,0.458240452811164,51,5
"52",490.618308334406,-14.940282380748,51.064982719339,-47.0386164995471,8.57597619230263,-68.9585425663694,-22.0090081317884,3.92579393398007e-07,0.0945579688583101,5.46004589542964e-07,0.22360471163848,0.149856128186165,0.000693666123582631,0.775800406175259,52,5
"53",501.25459241441,-12.6719606839431,42.7602080255528,-7.73473643834086,10.4475338974674,-77.376703145176,-128.109162208285,4.34346910636607e-09,0.140851576320959,1.29284130436795e-05,0.835338224974467,0.068581475797765,7.85248049577249e-05,0.0853742448212771,53,5
"54",514.277391667488,-13.0511282021361,26.8045907624955,-94.1315974821977,19.1858637500846,-63.8279952763329,-60.9539927995636,2.10580275520937e-11,0.120750986388391,0.00505307937036824,0.00975360198752219,0.000636425615339216,0.000850685134862448,0.402132333298356,54,5
"55",497.844548067384,-2.10926386610525,60.1319536507394,-109.958103023367,8.10941668748091,-74.3649114455329,-183.348254662429,3.99915091164791e-07,0.806951500063224,1.14209516325511e-09,0.00329084323237885,0.158839985207138,0.00015511583618536,0.0142142293868705,55,5
"56",481.695535293993,-2.40517322747871,42.4030413598596,-40.3699988423698,7.64950167766716,-54.4903045591641,-173.38797558582,4.7205056136402e-21,0.784715244517513,2.37751321014158e-05,0.289320919954943,0.192539914063619,0.00650076465537479,0.0229921026050249,56,5
"57",490.147817131244,-9.41927480515492,41.9364602381266,-29.6791657860718,7.83379242139844,-59.9822257976124,-41.4451765889427,2.14738209969802e-06,0.282455106559904,2.66651513489769e-05,0.433690311985351,0.179925585348053,0.00261889031912212,0.584607348794008,57,5
"58",486.350487677728,-22.4550623315711,53.9559487079146,-12.6792241722,25.1257758102605,-75.0929262343306,-56.952698031437,1.15707848804856e-05,0.0107796997324498,7.83377971193268e-08,0.738960648122533,1.95515117382843e-05,0.000177432716277064,0.454259475277508,58,5
"59",477.169430605773,-10.7597728004639,54.3891268839079,-58.5279759060833,14.571609086998,-60.5135079964558,-120.019747555463,1.31790793025924e-07,0.216162796804194,4.40940282283954e-08,0.120006301085443,0.0120564395590157,0.00222637203037682,0.110920132524088,59,5
"60",495.189373408369,-15.7802996483069,37.8421390852136,-22.0903512655153,-0.68073562401228,-79.9070950609959,-53.6724156768206,2.94852927449687e-07,0.0672099231334704,0.000115030576133992,0.553451897517804,0.9056377297741,4.69725403233729e-05,0.471597354102605,60,5
"61",504.030248478326,-6.48939854503138,44.7993661023034,-61.8387909580962,9.36340825021699,-58.3720539724768,-231.546583330959,4.00188894225572e-08,0.467425738532633,1.07741453578782e-05,0.109620758303956,0.1158408204178,0.00405420801645044,0.00277815795211962,61,5
"62",505.202456815484,-20.2370633002396,44.8095119156591,-47.145183077777,9.54617214128685,-35.2641254191103,15.1821515685136,5.02044713440707e-08,0.0201487940277208,6.26467380423556e-06,0.210493286007165,0.0998849436045193,0.0744313739749127,0.840159661349596,62,5
"63",519.991140780576,-22.5873102755913,49.9375627247721,-38.3151032191041,-2.45663793417557,-33.3742337071003,-112.290862978419,6.71015517380755e-10,0.00647451631346682,1.29783215324912e-07,0.285083331351386,0.656340228570367,0.0761794425562393,0.117349974751148,63,5
"64",509.746782473874,-13.4432282138728,59.5347359815033,-2.3578900852555,8.08723765887649,-29.6675640167856,-92.2313777979109,1.2740874464528e-06,0.116080589079379,1.16404852985569e-09,0.949175710693762,0.156046140915621,0.126682669698153,0.21266871296729,64,5
"65",484.609000220444,-7.67418998368774,44.2270296377076,-15.2387094076603,-0.936721265637868,-74.9265305194599,-118.514183873481,1.54070015510821e-10,0.379120225602896,8.72222922783316e-06,0.686405998375071,0.872018313065435,0.000162583151612039,0.116599235074482,65,5
"66",503.02337423024,-19.2741192803046,55.0817802714325,-57.7954983389951,14.4432864571294,-61.1857691567427,-70.4694955288741,1.53296909070194e-12,0.0339214744834697,1.08317958331763e-07,0.141342364855533,0.0171229848876509,0.00305097699203373,0.369756841945498,66,5
"67",498.312239345908,-11.2921418116582,39.0523123871234,-30.1869670028327,14.8893040104418,-57.010626412527,-15.0461413932691,2.98148354010011e-08,0.210584530625223,0.000142827014603703,0.439074718836376,0.013347274883212,0.00543566855436277,0.847072374172897,67,5
"68",490.825319117525,-6.68440654803221,49.2994244494712,-97.2169794664501,17.6374321675383,-61.955226550568,-185.084326139979,3.13408795146691e-07,0.442299988966668,6.84311844699839e-07,0.00989242562135664,0.00239665152843878,0.00174769145976333,0.0140552999351745,68,5
"69",506.269955238943,-20.0181053923908,35.7272407673204,-75.1468416242735,12.7961211299715,-85.0159393678788,-80.0220506771197,4.90578613317297e-06,0.020193345227383,0.000267155782398017,0.043799454615276,0.0258903131301916,1.47724712122406e-05,0.282798022153079,69,5
"70",502.237870734636,-6.9266326292891,40.0866388594586,-74.5466260681217,13.2339277556367,-33.9878457468049,-119.318928616846,4.94954782256273e-10,0.422016061116645,4.52151648066074e-05,0.0459342211472634,0.021483263389595,0.0828801568762429,0.110071408339729,70,5
"71",480.554605375322,-22.9980310123671,51.7100490357382,-52.7148107459293,14.1465401953582,-31.8537507053869,21.6005332638493,2.02998462654277e-08,0.00686879773259417,9.84541876259155e-08,0.151644235194615,0.0125859030449412,0.0988547637346998,0.768857623979664,71,5
"72",504.028448042178,5.27295191163579,47.1772573487759,-94.1968065444735,6.7549417738033,-52.167075016691,-152.841767416668,8.54495791146486e-07,0.548663934406596,2.5417415482737e-06,0.0133782953850158,0.249104544730927,0.00906491930477375,0.0446819080395516,72,5
"73",507.486377546373,-21.0958410055693,56.3655309262928,-38.6298824478831,10.5955495614642,-58.0065013288154,51.2497408434119,4.55575097773223e-11,0.0168423555830899,2.21191362751765e-08,0.311227759917284,0.0715383427411975,0.00381981644712665,0.501701418723777,73,5
"74",497.455533894529,-4.18997844360913,63.5765049486592,-22.036784209302,2.98157565035651,-57.8985140177073,-114.144566351164,3.68955510375941e-08,0.631115819927338,1.98065855052008e-10,0.55942015427862,0.608208389893214,0.00353522782806918,0.13076452658236,74,5
"75",475.366710784193,-5.41487023715419,67.9755652293312,17.6330401704593,9.15362495621551,-8.78584848344039,-162.532000874274,5.77603530880485e-06,0.51909056865479,1.72534606960916e-12,0.627449597735873,0.102157188564993,0.644993963627815,0.0254520506782436,75,5
"76",487.2690006099,-5.0642302266678,67.6919828368739,-94.9478486540931,7.66817169796706,-61.444600145539,-176.807927557687,8.89729882590126e-08,0.557166319837184,7.69957184094724e-12,0.0110591108899693,0.182442684224175,0.00174459148556792,0.0179748114493989,76,5
"77",491.280712455662,1.43881630059637,62.6597371457298,-88.7316948663989,7.3367410648377,-84.8970495617491,-207.27239980947,9.92110077607653e-08,0.867335703952106,2.1096238533684e-10,0.0173914368248543,0.201413090962347,1.53471945782941e-05,0.00549274261498541,77,5
"78",509.301898241915,-13.4430715522704,67.9240911122432,-58.3160354331806,8.71395447507913,-83.5389870728866,-54.936421079573,9.67304863851608e-07,0.121331029702128,8.4646379070633e-12,0.1203293942789,0.131883765671861,2.37904723895696e-05,0.464185012720045,78,5
"79",502.99202820329,-28.6215291198057,49.5115986548058,-63.0754074802144,9.91343320242956,-50.1091555819936,80.9107438836603,4.81983353374014e-08,0.000652494548316575,2.25239691788267e-07,0.0819381015968028,0.0759648564557738,0.00851723375403098,0.264365514504942,79,5
"80",505.086807123819,-8.23084410821067,90.7847413125673,-61.2622665343486,-0.465518811884636,-46.657961895426,-132.251129539896,1.49281001178493e-06,0.326350534815447,7.8411307231149e-21,0.0914315592930501,0.933610933901865,0.0143793062479874,0.0684994017557281,80,5
"81",499.982979073842,-17.1087827559722,65.8585840333699,-73.1173225874107,24.2096008305818,-31.7967811906916,-41.1649684091343,4.77073892544103e-07,0.0474254019899386,2.65725574408625e-11,0.0501831491052491,2.70719273535983e-05,0.104578842902819,0.581155249813626,81,5
"82",510.232350089225,-12.9736527276764,55.4308520521012,-87.4496001352792,22.2754637728735,-41.1747119691821,1.76830180394954,1.20499448746345e-08,0.13482544936117,2.23254010076646e-08,0.0198995406333547,0.000122062989026677,0.0367008830164161,0.981198571196192,82,5
"83",501.711623216363,-0.367507353826094,43.2096335234542,-65.8986383373931,13.1596554372138,-40.0250972549004,-153.981437766193,6.26830003020644e-08,0.966183259291477,1.22674264245815e-05,0.0790825751388802,0.0228940334164513,0.0421879571178698,0.04025473398814,83,5
"84",518.280887353461,-2.87542407441362,62.2084316544645,-77.1213384738085,8.17680960244194,-61.4938926675882,-139.741246917121,2.68240546790311e-07,0.733702685514988,1.30452919982642e-10,0.0351028118410192,0.146812898127335,0.00138710920777271,0.0562131125946687,84,5
"85",497.428721072424,-11.0683150931233,46.2209471338969,-75.4383192996928,2.60643306655571,-67.7538544471066,-34.2821093003532,3.68802408657578e-08,0.199476972364403,2.6152673789037e-06,0.043354357601546,0.650224442874903,0.000557687063061534,0.645931940862854,85,5
"86",491.073449834264,-3.3731243747495,38.4468513493649,-92.7676078132257,8.1598121957851,-83.605990986255,-126.888671907452,1.11062900762834e-07,0.692555381088127,7.60690344170889e-05,0.0120659402455033,0.151438419305483,1.71366199884524e-05,0.0858041377320609,86,5
"87",500.92078515987,-15.3435634301495,41.3464793612767,-40.3003206706767,3.75673483682984,-49.4943535401361,-71.6440450702561,2.75194411576326e-07,0.0830452524093713,4.09725453394537e-05,0.292475264654559,0.524082968248511,0.0138662496200497,0.349390213531448,87,5
"88",498.542757709079,-11.7976035995926,55.2405415342543,-106.501929784381,18.2343477476672,-17.1355111272057,-123.797857827308,7.81957613508877e-08,0.180368361775415,3.97720898460378e-08,0.00524204089865291,0.00192619822087803,0.391399482455108,0.10430340438298,88,5
"89",501.781662737168,-27.2820469700373,57.1944135336213,-42.6816163188644,7.07427596912711,-44.4973780333432,69.3720253762154,2.19582998793394e-06,0.00180243988645457,9.76259802613745e-09,0.258219863335261,0.223866545651398,0.0248332519890723,0.358150979942174,89,5
"90",474.819770737771,0.0349476146644325,53.3176946681649,-59.1730494321807,5.03159693448004,-31.4135387171918,-159.786073811359,1.11681119332786e-07,0.996758828590733,5.79808396392741e-08,0.112062598129682,0.380296430727641,0.10801317691637,0.0319965502602337,90,5
"91",518.949221692305,-16.3285794293583,45.790109596928,-106.366289616234,9.0941627352512,-48.281273642371,-82.5214611165241,8.82441999933491e-10,0.0593252490380771,3.48040168821086e-06,0.0045578755889213,0.114994132064318,0.0141143187580632,0.270469179273582,91,5
"92",521.511162223969,-12.3791608248993,59.535056373086,-117.252201175965,8.09092710008404,-22.4640670646718,-138.622973819913,1.37994408082794e-06,0.159975762512155,3.40166717430387e-09,0.00212969477375744,0.168222582524938,0.261386556418971,0.0690612337348919,92,5
"93",511.619477010638,-27.6479534442243,45.7334266612984,-36.9765602553489,-2.82327796174955,-27.9922976081838,-32.9769952408014,4.8679548986907e-06,0.00143508841791923,3.60519100049656e-06,0.323510573277041,0.624578050300109,0.154541957086975,0.659710359889054,93,5
"94",504.865726927391,-11.6348248210461,35.2817696179766,-61.5914613245381,8.03929921333057,-64.0155223316798,-177.937768597769,5.38599249230286e-10,0.172297061630464,0.000276133189244324,0.0949725402187359,0.157097944711478,0.000963870249855166,0.0159353091193625,94,5
"95",526.208314774275,-25.8399033181085,62.3217019371249,-63.2329301124844,-0.734010417266057,-53.6737624749684,3.92536310524717,5.54737376968445e-07,0.0027640313998729,2.67846771547443e-10,0.0900728819088002,0.898313836365845,0.00617036249756764,0.958016231684168,95,5
"96",482.230685193086,-25.4362733223164,58.368284289218,-34.7978933147795,13.6021915474005,-67.5997169974711,2.66488240463609,4.00014033672728e-08,0.00403698409159688,7.44726062963909e-09,0.362494281069232,0.0209823230573594,0.000770937229264103,0.972179740209017,96,5
"97",500.060715134019,-21.6724279364355,44.696467626159,-66.9841164644164,5.45000738832644,-66.9805225714845,-32.8171528857746,6.97291650838589e-12,0.011750203396128,5.04647373364785e-06,0.0716759977822979,0.341245566417129,0.000613863296821929,0.658849722880316,97,5
"98",480.436152227078,-15.9436520005874,66.4450701525685,-32.280374560709,11.4967878001827,-40.4802429345934,-13.8206506157004,2.17757704756399e-07,0.0640283456253277,1.60515236331254e-11,0.385837469968042,0.0451361361261542,0.0384150025817723,0.852704089940238,98,5
"99",492.330444005963,-18.6170324963108,34.497111557091,-24.924810690774,13.9894731064997,-36.5749374405461,-64.3048974938973,1.81142681908965e-07,0.030441952072018,0.000421021625062221,0.502629806902204,0.0147117146972864,0.0610690671610683,0.387207773054951,99,5
"100",493.800641930799,-16.3159532500209,27.6193250838318,-34.9057325750592,9.62889316497289,-46.296149992682,-93.1147257209425,7.37754125727311e-07,0.055317952578172,0.00430948348993221,0.343028072313637,0.0896775727357231,0.0166808114559841,0.206041846156865,100,5
"101",493.907992374262,-9.27916697376494,60.7798553973718,-15.5371986535616,11.8658885665086,-43.3743158410009,-118.327937103612,5.1226099263635e-14,0.127945518638145,2.91914490454974e-18,0.555672386264722,0.00351508309645107,0.00174098405449502,0.0249085286875017,1,10
"102",506.606140964529,-9.1628698281864,45.11282588205,-82.7376923531562,9.86891237452682,-66.2303161909691,-99.0618063208963,3.56882707277317e-13,0.137076002995358,1.35391283943579e-10,0.00193061836165684,0.0163210309193003,2.32704583234941e-06,0.0632491075335003,2,10
"103",501.826764201639,-7.59947533789084,49.9649130073962,-83.9342360669922,15.2842309560783,-84.4463626000491,-151.496745026845,9.96447521499093e-14,0.223071308683311,2.21256156365456e-12,0.00188472344477667,0.000240716228129454,2.82669527738392e-09,0.00502774659012139,3,10
"104",491.716845870587,-6.30477581535401,48.3232252668748,-28.527810452752,11.9727084487697,-22.4644604153769,-198.661327536616,1.06303287162788e-15,0.286628086471824,8.33219562060902e-13,0.265098652064244,0.00241868700369971,0.0945792929412585,0.000106762291072409,4,10
"105",499.595196975588,-11.1462900303046,38.2558447849647,-29.4692092954254,9.67174412012049,-39.7889387672437,-94.3431367124647,1.04243472244468e-19,0.0741491453608538,7.3035113846101e-08,0.275059222302546,0.0201151941766128,0.00501832087931462,0.0806706674259884,5,10
"106",485.675130808212,-15.3810127639471,55.3387025000883,-56.1224411929887,3.83632418583013,-53.2737210748449,-125.623508543134,4.15708736161804e-15,0.00959787552451242,3.46111817576857e-16,0.028900371362064,0.332145172087506,7.91520506389159e-05,0.0144872864769865,6,10
