id,age,sex,block,start,resistance,pain,trial,trialinblock,pfilled,common,odd,odd_idx,rt,acc,time
999,,,0,0.8,0.019132714071154563,1,28,28,0.5863915701261794,stim/oddball_up.png,stim/oddball_down.png,2,0.475615,0,1655825293.592393
999,,,0,0.8,0.019132714071154563,1,29,29,0.5476276467718318,stim/oddball_up.png,stim/oddball_down.png,2,0.318587,1,1655825293.91255
999,,,0,0.8,0.019132714071154563,1,30,30,0.5414501104914227,stim/oddball_down.png,stim/oddball_up.png,0,0.619116,1,1655825294.533002
999,,,0,0.8,0.019132714071154563,1,31,31,0.5134984033750094,stim/oddball_down.png,stim/oddball_up.png,0,0.443928,1,1655825294.978455
999,,,0,0.8,0.019132714071154563,1,32,32,0.5062641328575651,stim/oddball_up.png,stim/oddball_down.png,0,0.61332,1,1655825295.59327
999,,,0,0.8,0.019132714071154563,1,33,33,0.4749435278811462,stim/oddball_up.png,stim/oddball_down.png,0,0.405315,1,1655825295.999999
999,,,0,0.8,0.019132714071154563,1,34,34,0.4717380559249219,stim/oddball_down.png,stim/oddball_up.png,1,0.645116,1,1655825296.646595
999,,,0,0.8,0.019132714071154563,1,35,35,0.49677743487702336,stim/oddball_up.png,stim/oddball_down.png,0,0.472953,0,1655825297.11985
999,,,0,0.8,0.019132714071154563,1,36,36,0.48281895669310054,stim/oddball_down.png,stim/oddball_up.png,0,0.562614,1,1655825297.683958
999,,,0,0.8,0.019132714071154563,1,37,37,0.503154184802884,stim/oddball_up.png,stim/oddball_down.png,1,0.427728,0,1655825298.111991
999,,,0,0.8,0.019132714071154563,1,38,38,0.48014364650397345,stim/oddball_up.png,stim/oddball_down.png,0,0.485947,1,1655825298.599453
999,,,0,0.8,0.019132714071154563,1,39,39,0.4722230644868115,stim/oddball_up.png,stim/oddball_down.png,1,0.608898,1,1655825299.209805
999,,,0,0.8,0.019132714071154563,1,40,40,0.49758858350951246,stim/oddball_down.png,stim/oddball_up.png,0,0.473273,0,1655825299.683404
999,,,0,0.8,0.019132714071154563,1,41,41,0.47221196177283603,stim/oddball_up.png,stim/oddball_down.png,1,0.467265,1,1655825300.152185
999,,,0,0.8,0.019132714071154563,1,42,42,0.49403347459653774,stim/oddball_down.png,stim/oddball_up.png,0,0.440364,0,1655825300.592858
999,,,0,0.8,0.019132714071154563,1,43,43,0.47317492849148024,stim/oddball_up.png,stim/oddball_down.png,0,0.508438,1,1655825301.102702
999,,,0,0.8,0.019132714071154563,1,44,44,0.4695258320339023,stim/oddball_up.png,stim/oddball_down.png,2,0.63677,1,1655825301.74085
999,,,0,0.8,0.019132714071154563,1,45,45,0.494225391024843,stim/oddball_up.png,stim/oddball_down.png,1,0.467506,0,1655825302.208638
999,,,0,0.8,0.019132714071154563,1,46,46,0.4526811303607465,stim/oddball_up.png,stim/oddball_down.png,1,0.277718,1,1655825302.48781
999,,,0,0.8,0.019132714071154563,1,47,47,0.4218995092458832,stim/oddball_up.png,stim/oddball_down.png,1,0.415854,1,1655825302.905123
999,,,0,0.8,0.019132714071154563,1,48,48,0.3969040762247323,stim/oddball_up.png,stim/oddball_down.png,2,0.472981,1,1655825303.379636
999,,,0,0.8,0.019132714071154563,1,49,49,0.3838370237149983,stim/oddball_up.png,stim/oddball_down.png,1,0.568017,1,1655825303.949003
999,,,0,0.8,0.019132714071154563,1,50,50,0.3483582218055534,stim/oddball_up.png,stim/oddball_down.png,1,0.361468,1,1655825304.311918
999,,,0,0.8,0.019132714071154563,1,51,51,0.38435244181263245,stim/oddball_down.png,stim/oddball_up.png,2,0.56194,0,1655825304.874146
999,,,0,0.8,0.019132714071154563,1,52,52,0.3753156476902021,stim/oddball_up.png,stim/oddball_down.png,0,0.599919,1,1655825305.475534
999,,,0,0.8,0.019132714071154563,1,53,53,0.34487176872375114,stim/oddball_up.png,stim/oddball_down.png,0,0.416022,1,1655825305.893024
999,,,0,0.8,0.019132714071154563,1,54,54,0.3239925745936679,stim/oddball_up.png,stim/oddball_down.png,2,0.505764,1,1655825306.400242
999,,,0,0.8,0.019132714071154563,1,55,55,0.3032351276630335,stim/oddball_up.png,stim/oddball_down.png,1,0.506604,1,1655825306.908241
999,,,0,0.8,0.019132714071154563,1,56,56,0.28249361254340627,stim/oddball_down.png,stim/oddball_up.png,1,0.508558,1,1655825307.418328
999,,,0,0.8,0.019132714071154563,1,57,57,0.28530106856207965,stim/oddball_up.png,stim/oddball_down.png,2,0.684319,1,1655825308.104189
999,,,0,0.8,0.019132714071154563,1,58,58,0.30694127404742894,stim/oddball_down.png,stim/oddball_up.png,1,0.437661,0,1655825308.542115
999,,,0,0.8,0.019132714071154563,1,59,59,0.2881039633417187,stim/oddball_down.png,stim/oddball_up.png,1,0.526439,1,1655825309.07015
999,,,0,0.8,0.019132714071154563,1,60,60,0.2689392612859086,stim/oddball_up.png,stim/oddball_down.png,0,0.522912,1,1655825309.594568
999,,,0,0.8,0.019132714071154563,1,61,61,0.23454267456209887,stim/oddball_up.png,stim/oddball_down.png,0,0.370026,1,1655825309.966115
999,,,0,0.8,0.019132714071154563,1,62,62,0.21382752432246144,stim/oddball_up.png,stim/oddball_down.png,2,0.514004,1,1655825310.481609
999,,,0,0.8,0.019132714071154563,1,63,63,0.18956631877014787,stim/oddball_up.png,stim/oddball_down.png,0,0.475735,1,1655825310.958852
999,,,0,0.8,0.019132714071154563,1,64,64,0.16876281748347283,stim/oddball_down.png,stim/oddball_up.png,2,0.505425,1,1655825311.465739
999,,,0,0.8,0.019132714071154563,1,65,65,0.16320701405297702,stim/oddball_down.png,stim/oddball_up.png,1,0.624266,1,1655825312.091526
999,,,0,0.8,0.019132714071154563,1,66,66,0.12975722307787818,stim/oddball_down.png,stim/oddball_up.png,1,0.38271,1,1655825312.47566
999,,,0,0.8,0.019132714071154563,1,67,67,0.10089695694182554,stim/oddball_down.png,stim/oddball_up.png,1,0.431718,1,1655825312.908908
999,,,0,0.8,0.019132714071154563,1,68,68,0.07636767145303258,stim/oddball_up.png,stim/oddball_down.png,1,0.47266,1,1655825313.382991
999,,,0,0.8,0.019132714071154563,1,69,69,0.05564587259525566,stim/oddball_down.png,stim/oddball_up.png,0,0.506829,1,1655825313.891203
999,,,0,0.8,0.019132714071154563,1,70,70,0.05004623803009443,stim/oddball_down.png,stim/oddball_up.png,2,0.625584,1,1655825314.518251
999,,,0,0.8,0.019132714071154563,1,71,71,0.08207989630068845,stim/oddball_down.png,stim/oddball_up.png,1,0.531761,0,1655825315.050311
999,,,0,0.8,0.019132714071154563,1,72,72,0.072855362421435,stim/oddball_down.png,stim/oddball_up.png,0,0.599999,1,1655825315.651806
999,,,0,0.8,0.019132714071154563,1,73,73,0.04307916160446812,stim/oddball_down.png,stim/oddball_up.png,0,0.421564,1,1655825316.074857
999,,,0,0.8,0.019132714071154563,1,74,74,0.011130835238631464,stim/oddball_down.png,stim/oddball_up.png,0,0.397969,1,1655825316.474361
999,,,0,0.8,0.019132714071154563,1,75,75,-0.012400003826544126,stim/oddball_down.png,stim/oddball_up.png,0,0.483196,1,1655825316.959108
